example_id                                                                                      | status  | run_time        |
----------------------------------------------------------------------------------------------- | ------- | --------------- |
./spec/helpers/base_helper_spec.rb[1:1:1:1]                                                     | passed  | 0.00887 seconds |
./spec/helpers/base_helper_spec.rb[1:1:2:1:1]                                                   | passed  | 0.01676 seconds |
./spec/helpers/base_helper_spec.rb[1:1:2:2:1]                                                   | passed  | 0.02073 seconds |
./spec/helpers/base_helper_spec.rb[1:2:1]                                                       | passed  | 0.00223 seconds |
./spec/helpers/base_helper_spec.rb[1:2:2]                                                       | passed  | 0.00228 seconds |
./spec/helpers/base_helper_spec.rb[1:3:1]                                                       | passed  | 0.01108 seconds |
./spec/helpers/base_helper_spec.rb[1:3:2]                                                       | passed  | 0.00306 seconds |
./spec/helpers/base_helper_spec.rb[1:3:3]                                                       | passed  | 0.00224 seconds |
./spec/helpers/base_helper_spec.rb[1:4:1]                                                       | passed  | 0.00173 seconds |
./spec/helpers/base_helper_spec.rb[1:4:2]                                                       | passed  | 0.00177 seconds |
./spec/helpers/base_helper_spec.rb[1:4:3]                                                       | passed  | 0.0014 seconds  |
./spec/helpers/base_helper_spec.rb[1:4:4]                                                       | passed  | 0.00132 seconds |
./spec/helpers/base_helper_spec.rb[1:5:1]                                                       | passed  | 0.02456 seconds |
./spec/helpers/base_helper_spec.rb[1:6:1]                                                       | passed  | 0.00315 seconds |
./spec/helpers/base_helper_spec.rb[1:6:2]                                                       | passed  | 0.00194 seconds |
./spec/helpers/base_helper_spec.rb[1:7:1]                                                       | passed  | 0.0016 seconds  |
./spec/helpers/order_helper_spec.rb[1:1]                                                        | passed  | 0.00226 seconds |
./spec/helpers/products_helper_spec.rb[1:1:1:1]                                                 | passed  | 0.11356 seconds |
./spec/helpers/products_helper_spec.rb[1:1:2:1]                                                 | passed  | 0.12451 seconds |
./spec/helpers/products_helper_spec.rb[1:1:3:1:1]                                               | passed  | 0.11592 seconds |
./spec/helpers/products_helper_spec.rb[1:1:3:1:2]                                               | passed  | 0.11 seconds    |
./spec/helpers/products_helper_spec.rb[1:1:3:2:1]                                               | passed  | 0.11292 seconds |
./spec/helpers/products_helper_spec.rb[1:1:4:1:1]                                               | passed  | 0.15746 seconds |
./spec/helpers/products_helper_spec.rb[1:1:4:2:1]                                               | passed  | 0.11008 seconds |
./spec/helpers/products_helper_spec.rb[1:2:1:1]                                                 | passed  | 0.17121 seconds |
./spec/helpers/products_helper_spec.rb[1:2:2:1]                                                 | passed  | 0.20729 seconds |
./spec/helpers/products_helper_spec.rb[1:2:3]                                                   | passed  | 0.165 seconds   |
./spec/helpers/products_helper_spec.rb[1:3:1]                                                   | passed  | 0.08083 seconds |
./spec/helpers/products_helper_spec.rb[1:3:2]                                                   | passed  | 0.07446 seconds |
./spec/helpers/products_helper_spec.rb[1:3:3]                                                   | passed  | 0.08126 seconds |
./spec/helpers/products_helper_spec.rb[1:4:1:1]                                                 | passed  | 0.01097 seconds |
./spec/helpers/products_helper_spec.rb[1:4:2:1]                                                 | passed  | 0.0101 seconds  |
./spec/helpers/products_helper_spec.rb[1:4:3:1]                                                 | passed  | 0.00992 seconds |
./spec/helpers/products_helper_spec.rb[1:5:1:1]                                                 | passed  | 0.0112 seconds  |
./spec/helpers/products_helper_spec.rb[1:5:2:1]                                                 | passed  | 0.01154 seconds |
./spec/helpers/taxons_helper_spec.rb[1:1]                                                       | passed  | 0.31511 seconds |
